,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
684,685,60,RL,5.62289923231481,22.014220753705008,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.492017742920502,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,12.633827017273735,12.633827017273735,GasA,Gd,Y,SBrkr,12.633827017273735,10.9264465754113,0.0,13.92215132494273,0,0,2,1,4,1,TA,7,Typ,0,None,Attchd,YearGroup7,Fin,2,10.200342662007953,TA,TA,Y,0.0,6.244955797756471,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2010,WD,Normal,12.30592250537653
685,686,160,RL,4.37808679640578,17.297919295277108,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,11.601371930615082,LwQ,7.8971902791299975,7.873203454932757,12.621702304928414,GasA,Gd,Y,SBrkr,12.621702304928414,11.831021744455525,0.0,14.320888266014626,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,YearGroup6,Fin,2,10.639381842157233,TA,TA,Y,8.305068732469508,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2007,WD,Normal,12.242891437918386
686,687,60,FV,6.314734756825907,19.955894906352892,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,11.749954255078423,11.749954255078423,GasA,Ex,Y,SBrkr,11.749954255078423,11.79074020410216,0.0,13.788811054778456,0,0,3,0,3,1,Gd,7,Typ,0,None,Attchd,YearGroup7,Fin,2,10.643869732390646,TA,TA,Y,7.397497957722461,6.751853423240825,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,New,Partial,12.336556900342153
687,688,160,FV,4.37808679640578,17.328339313989137,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,8.501756190828118,Unf,0.0,9.118180873967548,10.520314560548853,GasA,Ex,Y,SBrkr,10.520314560548853,10.520314560548853,0.0,12.400890969089236,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,YearGroup7,Unf,2,10.169007130464756,TA,TA,Y,0.0,5.684506656824126,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,WD,Normal,11.910365121788654
688,689,20,RL,5.684506656824126,19.04327073254098,Pave,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,11.966746394225636,Unf,0.0,10.137337571032825,13.137291150382975,GasA,Ex,Y,SBrkr,13.137291150382975,0.0,0.0,13.137291150382975,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,YearGroup7,RFn,2,10.594136149792712,TA,TA,Y,7.338607270038526,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2007,New,Partial,12.879019669789754
689,690,120,RL,5.7146689026506605,18.792367920999467,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,8.6582707430638,Gd,TA,PConc,Gd,TA,Av,ALQ,3.858806663498184,Unf,0.0,12.972368275687545,13.015962914755876,GasA,Ex,Y,SBrkr,13.015962914755876,0.0,0.0,13.015962914755876,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,YearGroup7,RFn,2,10.06209830903299,TA,TA,Y,8.013883697367245,4.3809460334448715,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,12.179220327453931
690,691,120,RM,5.1982423171774075,16.820204700126627,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.440766394665014,Gd,TA,PConc,Gd,TA,Gd,GLQ,11.136081740934445,Unf,0.0,7.497312494750137,11.666812715499137,GasA,Ex,Y,SBrkr,11.666812715499137,0.0,0.0,11.666812715499137,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,YearGroup7,RFn,2,9.835883259370169,TA,TA,Y,7.469199663707945,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,11.856522261533737
691,692,60,RL,6.732788372480494,23.110508610859835,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,12.572766611856698,Ex,TA,PConc,Ex,TA,Gd,GLQ,13.21180298950102,Unf,0.0,12.094248520554201,14.819085921918171,GasA,Ex,Y,SBrkr,14.819085921918171,13.97712214559195,0.0,16.73172725587286,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,YearGroup7,Fin,3,11.614566638515486,TA,TA,Y,9.603370950137975,5.357203202420049,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2007,WD,Normal,13.534474352733596
692,693,60,RL,5.0533710494211155,23.995419439807858,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,8.970599932778448,Gd,TA,PConc,Gd,TA,Gd,GLQ,12.025313429720622,Unf,0.0,8.558042564184516,12.669944418938893,GasA,Ex,Y,SBrkr,12.73635804968827,12.835907794559578,0.0,14.916681776088001,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,YearGroup6,RFn,2,10.860282931010302,TA,TA,Y,9.178050664421775,4.322947514138835,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2006,WD,Normal,12.721888795877375
693,694,30,RL,5.684506656824126,17.531355350027443,Pave,None,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,12.32483837557578,12.32483837557578,GasA,Ex,Y,SBrkr,12.32483837557578,0.0,0.0,12.32483837557578,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,YearGroup5,Unf,1,9.222126215438918,TA,TA,Y,0.0,0.0,6.881187323763808,0.0,0.0,0.0,None,None,None,0.0,12,2006,WD,Abnorml,11.59433032142082
694,695,50,RM,5.392276337227255,17.98987134386776,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,11.913129166603737,11.913129166603737,GasA,TA,Y,SBrkr,12.308885789624208,10.126705474481206,0.0,13.379754435946785,0,0,1,1,3,1,TA,5,Typ,0,None,Detchd,YearGroup7,Unf,2,10.634887347225343,TA,TA,Y,6.881187323763808,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,4,2009,WD,Normal,11.860062063178267
695,696,20,RL,5.494161288893169,21.19115965029113,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.02174235239564,TA,TA,CBlock,Gd,Gd,No,GLQ,12.068566052986988,LwQ,4.969939052451073,6.491069783799412,12.42672210601488,GasA,Gd,Y,SBrkr,12.490447183834874,0.0,0.0,12.490447183834874,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,YearGroup6,Unf,2,10.520314560548853,TA,TA,Y,7.104296691279632,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,12.07824495582233
696,697,30,RM,5.357203202420049,17.9167524253441,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,10.809714792833018,Unf,0.0,0.0,10.809714792833018,GasA,Gd,Y,SBrkr,10.809714792833018,0.0,0.0,10.809714792833018,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,YearGroup3,Unf,1,8.158132683068054,TA,TA,Y,0.0,0.0,7.1690048896756915,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,11.39640288460621
697,698,20,RL,5.59142712460611,18.16747426818168,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,8.211557890737238,ALQ,10.520314560548853,8.305068732469508,12.068566052986988,GasA,Fa,Y,FuseA,12.518109884335797,0.0,0.0,12.518109884335797,0,1,1,0,2,1,TA,6,Typ,0,None,Detchd,YearGroup5,Unf,1,9.087756729969003,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2006,WD,Normal,11.724004532183379
698,699,20,RL,5.831327892742091,19.212182313188084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,10.529640959867622,BLQ,6.969460479809202,8.355622538951035,11.812492076604793,GasA,Ex,Y,SBrkr,11.812492076604793,0.0,0.0,11.812492076604793,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,YearGroup6,Unf,1,9.294080796212425,TA,TA,Y,9.812268655479881,7.397497957722461,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,4,2010,WD,Normal,11.83863282480007
699,700,120,FV,5.653921148278169,16.7039919787969,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,3.5304192649587702,Unf,0.0,13.044008737526429,13.078219134140285,GasA,Ex,Y,SBrkr,13.078219134140285,0.0,0.0,13.078219134140285,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,YearGroup7,RFn,2,10.420612667160878,TA,TA,Y,7.566242862974532,7.59329340870847,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,12.185875040240456
700,701,20,RL,6.337529394588084,21.346019827804916,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.868631091996152,Gd,TA,PConc,Ex,TA,Gd,GLQ,12.819897354444059,Unf,0.0,10.401242904600743,13.856094820831991,GasA,Ex,Y,SBrkr,13.856094820831991,0.0,0.0,13.856094820831991,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,YearGroup7,Fin,3,11.386070382335237,TA,TA,Y,8.780688591938043,6.172972078519893,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,12.652362948153474
701,702,20,RL,6.221213632878419,19.71220477890197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,7.724358962810533,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,12.557947383684844,12.557947383684844,GasA,TA,Y,SBrkr,12.557947383684844,0.0,0.0,12.557947383684844,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,YearGroup5,Unf,2,10.410943347638753,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,COD,Normal,11.849404844423074
702,703,60,RL,6.268453117386751,20.757065650401987,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.094578286932387,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,12.726948993886586,12.726948993886586,GasA,Ex,Y,SBrkr,12.79689519542845,12.905930143686216,0.0,14.989216698150534,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,YearGroup7,Fin,3,11.015179832837541,TA,TA,Y,9.207511306740143,6.65495044352145,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,New,Partial,12.799178471909892
703,704,190,RM,6.1236810031695965,18.818997677003626,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,9.459636543250584,9.459636543250584,GasA,Gd,Y,SBrkr,12.21428102996633,11.438661292884955,0.0,13.876548341373667,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,YearGroup7,Unf,2,11.038947685692156,TA,TA,N,9.35034917822932,0.0,4.969939052451073,0.0,0.0,0.0,None,MnPrv,None,0.0,5,2010,WD,Normal,11.849404844423074
704,705,20,RL,5.968980585391403,19.189157677365337,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.826616787891752,Gd,TA,PConc,Gd,TA,Av,GLQ,11.192951535258446,Unf,0.0,11.371898373430422,13.248473319639649,GasA,Ex,Y,SBrkr,13.270696004831407,0.0,0.0,13.270696004831407,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,YearGroup7,RFn,2,10.766932023929055,TA,TA,Y,0.0,4.745132396064701,0.0,7.397497957722461,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,12.269052139516223
705,706,190,RM,5.968980585391403,17.663695680821963,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Fa,N,SBrkr,9.538931490999708,11.222867447268218,0.0,12.374859997919224,0,0,2,0,3,2,Fa,7,Mod,0,None,None,None,None,0,0.0,None,None,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,Othr,16.007824898140864,7,2010,WD,Normal,10.915106645867503
706,707,20,RL,6.159768979367088,31.62447650539352,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,9.398681444092006,TA,TA,CBlock,Gd,TA,Gd,GLQ,12.691432733396926,Unf,0.0,9.859307915465061,13.577225390112345,GasA,TA,Y,SBrkr,13.896887111612605,0.0,0.0,13.896887111612605,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,YearGroup6,Unf,2,11.292802622125064,TA,TA,Y,9.590598420556384,5.285266416806648,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,12.618185607609803
707,708,120,RL,5.285266416806648,18.06178179936772,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,7.824546029563345,Gd,TA,PConc,Gd,TA,No,GLQ,11.715038769117147,Unf,0.0,10.067536496617619,12.93265870142819,GasA,Ex,Y,SBrkr,12.93265870142819,0.0,0.0,12.93265870142819,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,YearGroup7,Fin,2,10.515640585342503,TA,TA,Y,8.013883697367245,4.882972919330174,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2009,WD,Normal,12.445093483000798
708,709,60,RL,5.831327892742091,19.465925993750577,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,11.252502530148577,11.252502530148577,GasA,Ex,Y,SBrkr,11.252502530148577,11.252502530148577,0.0,13.213850311239472,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,YearGroup7,Fin,2,9.715841640087826,TA,TA,Y,6.65495044352145,4.137710644618417,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,New,Partial,12.09815887308463
709,710,20,RL,6.159768979367088,18.57819432381926,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,5.0120772195485275,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,11.756262399878192,11.756262399878192,GasA,TA,Y,SBrkr,11.84331667166547,0.0,0.0,11.84331667166547,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,YearGroup5,Unf,1,9.764455971860276,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,12,2008,WD,Abnorml,11.60733523953139
710,711,30,RL,5.559490358416789,16.577662674847794,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,8.780688591938043,8.780688591938043,GasA,Gd,Y,SBrkr,11.256187454288815,0.0,0.0,11.256187454288815,0,0,1,0,2,1,TA,5,Maj2,0,None,None,None,None,0,0.0,None,None,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,10.859018228147887
711,712,50,C (all),5.859551208605442,19.330971683773697,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0.0,Unf,0.0,11.702248507491014,11.702248507491014,GasA,Gd,Y,SBrkr,11.702248507491014,9.17063676912744,0.0,12.592425507598056,0,0,1,0,2,1,TA,7,Typ,0,None,Detchd,YearGroup5,RFn,1,9.616086912297321,TA,TA,N,5.914940018959451,0.0,6.615044151314694,0.0,0.0,0.0,None,None,None,0.0,1,2010,WD,Abnorml,11.54031687156214
712,713,120,RL,4.969939052451073,17.010741783129962,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,11.393132811904163,Unf,0.0,10.067536496617619,12.712786725393208,GasA,Gd,Y,SBrkr,12.712786725393208,0.0,0.0,12.712786725393208,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,YearGroup6,Fin,2,10.126705474481206,TA,TA,Y,7.724358962810533,7.020909424392293,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2008,WD,Normal,12.149507585033072
713,714,190,RL,5.684506656824126,19.823379145833893,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,7.620056264664793,TA,TA,CBlock,TA,TA,Av,ALQ,11.469805120302338,Unf,0.0,7.762392291686519,12.010768996247894,GasW,TA,N,SBrkr,12.010768996247894,0.0,0.0,12.010768996247894,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,YearGroup5,Unf,2,10.634887347225343,TA,TA,Y,0.0,8.930417557876343,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,11.767575435251748
714,715,60,RL,6.246372486557445,21.101397693396365,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,8.93850105069204,Gd,TA,CBlock,TA,TA,No,GLQ,10.43505876286156,Unf,0.0,8.013883697367245,11.241421919609065,GasA,Ex,Y,SBrkr,11.241421919609065,11.346944485735273,0.0,13.26061219071665,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,YearGroup6,RFn,2,10.14263935689581,TA,TA,Y,0.0,5.133567292834429,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,11.779136168550774
715,716,20,RL,6.172972078519893,19.92961099934917,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,7.799865873444875,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,12.30088091103977,12.30088091103977,GasA,TA,Y,SBrkr,12.989871922208529,0.0,0.0,12.989871922208529,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,YearGroup6,RFn,2,10.158488106660393,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,8,2009,WD,Normal,12.013706813470414
716,717,70,RM,5.684506656824126,20.18234699371091,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,11.21541502262509,11.21541502262509,GasA,Ex,Y,SBrkr,13.451272702162258,12.062831653433358,0.0,14.961383916132556,0,0,1,1,3,1,TA,8,Typ,0,None,Detchd,YearGroup7,Unf,2,11.162748936715197,TA,TA,P,0.0,5.285266416806648,7.382905995629807,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,11.979805470779858
717,718,20,RL,6.221213632878419,19.874209460485194,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,12.353889061436728,Unf,0.0,6.491069783799412,12.58752143849926,GasA,Gd,Y,SBrkr,12.592425507598056,0.0,0.0,12.592425507598056,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,YearGroup6,Unf,2,9.94551387609232,TA,TA,Y,8.355622538951035,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,11,2008,WD,Normal,11.964007453736912
718,719,60,RL,6.574446614595114,20.085155693156114,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,10.9549553054922,Gd,TA,PConc,Gd,TA,Gd,GLQ,12.580152037284352,Unf,0.0,7.308627591436396,12.903693403187296,GasA,Ex,Y,SBrkr,12.934876781622489,12.37747218366061,0.0,14.784658257167663,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,YearGroup7,RFn,3,12.077149047696548,TA,TA,Y,8.604063356421523,7.538897810304354,8.274265741119429,0.0,0.0,0.0,None,None,None,0.0,8,2008,WD,Normal,12.739640688812674
719,720,20,RL,5.942124359831237,19.842254791481597,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,10.38663340402758,Unf,0.0,9.996045490671595,12.042682522334578,GasA,TA,Y,SBrkr,12.042682522334578,0.0,0.0,12.042682522334578,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,YearGroup5,Unf,1,9.025890350388508,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,11.763691965388299
720,721,120,RL,5.1982423171774075,18.249660615252456,Pave,None,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,12.518109884335797,Unf,0.0,10.714794633565264,13.755572079764622,GasA,TA,Y,SBrkr,13.755572079764622,0.0,0.0,13.755572079764622,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,YearGroup6,RFn,2,10.580430421256926,TA,TA,Y,6.9168874400292815,4.3809460334448715,8.453929696886426,0.0,0.0,0.0,None,None,None,0.0,12,2006,WD,Normal,12.524530013005734
721,722,120,RM,5.1982423171774075,16.820204700126627,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.737100057498759,Gd,TA,PConc,Gd,TA,Av,GLQ,10.999233433990224,Unf,0.0,7.944502934774821,11.666812715499137,GasA,Ex,Y,SBrkr,11.666812715499137,0.0,0.0,11.666812715499137,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,YearGroup7,RFn,2,9.835883259370169,TA,TA,Y,7.620056264664793,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,11.870606902224587
722,723,20,RL,5.968980585391403,19.058024375575283,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,8.002448737515584,Unf,0.0,11.042891469528286,11.718228468762483,GasA,Ex,Y,SBrkr,11.718228468762483,0.0,0.0,11.718228468762483,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,YearGroup7,Unf,2,10.07838292328306,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,11.732069026983156
